Коэффициенты текущей динамики																												
Date	CoefDyn Open Interest Total	CoefDyn Reportable Positions Net	CoefDyn Reportable Positions Long	CoefDyn Reportable Positions Short	CoefDyn Prod_Merc_Positions Total	CoefDyn Prod_Merc_Positions Net	CoefDyn Prod_Merc_Positions Long	CoefDyn Prod_Merc_Positions Short	CoefDyn Swap_Positions Total	CoefDyn Swap_Positions Net	CoefDyn Swap_Positions Long	CoefDyn Swap_Positions Short	CoefDyn Swap_Positions Spread	CoefDyn M_Money_Positions Total	CoefDyn M_Money_Positions Net	CoefDyn M_Money_Positions Long	CoefDyn M_Money_Positions Short	CoefDyn M_Money_Positions Spread	CoefDyn Other_Rept_Positions Total	CoefDyn Other_Rept_Positions Net	CoefDyn Other_Rept_Positions Long	CoefDyn Other_Rept_Positions Short	CoefDyn Other_Rept_Positions Spread	CoefDyn NonRept_Positions Total	CoefDyn NonRept_Positions Net	CoefDyn NonRept_Positions Long	CoefDyn NonRept_Positions Short	Net
26.07.2011	-0,0130318	0,0416877	-0,0112497	-0,0144234	-0,0105414	-0,0384570	0,0440447	-0,0216569	-0,0051978	0,0308606	0,0092699	-0,3462362	0,0505757	-0,0074669	2,2423353	-0,0361609	0,0709762	-0,0854215	-0,0147930	0,1109087	-0,0817452	0,0311236	-0,0425814	-0,0147886	0,0416877	-0,0299581	-0,0049203	-7
02.08.2011	0,0262675	0,0501893	0,0260741	0,0245461	0,0303268	-0,0374696	0,1524198	0,0037950	0,0232745	0,0094234	0,0101296	0,0284657	0,1604697	0,0309510	0,1746303	0,0339444	0,0539716	-0,0147608	0,0085610	0,1324029	-0,0806031	0,0538452	-0,0118416	0,0330764	0,0501893	0,0281404	0,0362067	-9
09.08.2011	-0,0172473	0,0041083	-0,0134178	-0,0145561	-0,0124617	-0,0583041	0,0564916	-0,0296644	-0,0351184	-0,0471497	-0,0395845	0,1531968	-0,0595037	0,0037233	0,2484371	-0,0083811	0,0323633	-0,0315478	0,0033688	-0,1598922	0,1394193	-0,0635878	0,0440463	-0,0409662	0,0041083	-0,0542463	-0,0326100	1
16.08.2011	0,0248727	-0,0851286	0,0256379	0,0329684	0,0539437	0,0978585	-0,0049328	0,0699367	0,0341191	0,0107549	0,0155179	0,1158046	0,1743852	-0,0166125	-0,5698313	0,0612644	-0,0598152	-0,0568127	0,0406022	0,0511083	-0,0062924	0,0286355	0,0883301	-0,0072122	-0,0851286	0,0171603	-0,0222051	-13
23.08.2011	-0,0071588	-0,0085337	-0,0039518	-0,0036833	0,0100317	0,0582173	-0,0612441	0,0280380	-0,0050397	0,0220478	0,0150236	-0,1189503	-0,1221864	-0,0325929	-0,5944825	-0,0012736	-0,0533462	-0,0484664	0,0529645	0,0254748	0,0718495	0,0430143	0,0571408	-0,0328961	-0,0085337	-0,0397504	-0,0285099	-22
30.08.2011	-0,0506583	0,0651293	-0,0496191	-0,0563122	-0,0377055	0,0283566	-0,1478595	-0,0122943	-0,0191358	-0,0545594	-0,0333661	0,4355469	-0,0702679	-0,0944779	-4,5359811	-0,0293616	-0,1988230	-0,0102766	-0,0921990	-0,1285980	-0,0663898	-0,1044196	-0,0889860	-0,0330826	0,0651293	-0,0616125	-0,0150370	-19
06.09.2011	-0,0211039	0,0525906	-0,0129056	-0,0172175	-0,0352631	-0,0170726	-0,0718669	-0,0279780	-0,0039795	-0,0211014	-0,0151319	0,0718537	0,0575124	-0,0140545	-0,0153470	-0,0443853	-0,0492045	0,1012677	-0,0364514	-0,1146722	0,0611491	-0,0434341	-0,0834310	-0,0686540	0,0525906	-0,1086318	-0,0445631	-9
13.09.2011	0,0137077	-0,0330076	0,0110760	0,0141844	-0,0407238	-0,1314393	0,1525946	-0,0774618	0,0055795	0,0013532	0,0061491	0,0699722	-0,0406368	0,1000667	-2,3302462	-0,0615869	0,3283252	0,0452515	0,0005022	-0,1116896	0,0712641	-0,0294570	-0,0022776	0,0230107	-0,0330076	0,0448224	0,0107482	-6
20.09.2011	0,0265529	0,0069203	0,0242469	0,0254117	-0,0001835	-0,1173236	0,1879306	-0,0448473	-0,0029916	-0,0194197	-0,0131984	0,0642841	0,0467836	0,0934701	1,0071319	0,0254536	0,1944177	0,0133732	0,0078183	-0,1023985	0,0315256	-0,0359565	0,0547078	0,0407463	0,0069203	0,0529360	0,0336623	-1
27.09.2011	0,0065288	-0,0494582	0,0095961	0,0134947	0,0404529	-0,0611621	0,1617034	0,0046485	-0,0016128	0,0155241	0,0129785	-0,0162324	-0,1225527	0,0343635	0,6041878	-0,0689056	0,1257739	-0,0037261	-0,0132116	-0,2652198	0,1188288	-0,0613495	-0,0426049	-0,0332076	-0,0494582	-0,0276075	-0,0365228	0
04.10.2011	0,0003809	0,0792672	0,0016579	-0,0031475	0,0302130	0,0079135	0,0517168	0,0228704	-0,0158069	-0,0240571	-0,0229836	-0,0102684	0,0543765	-0,0423007	-0,1256757	-0,0207058	-0,0639685	-0,0208561	0,0260830	-0,1476057	0,0293219	-0,0356560	0,1044303	0,0092214	0,0792672	-0,0143749	0,0233193	0
11.10.2011	-0,0093536	0,0130697	-0,0016319	-0,0026174	0,0420848	-0,0547292	0,1315560	0,0106727	-0,0084169	-0,0015008	-0,0014727	-0,0011448	-0,0808944	-0,0199946	-0,0179751	-0,0220498	-0,0204811	-0,0159951	-0,0131589	0,5071429	-0,1123225	0,0887698	-0,0532213	-0,0695529	0,0130697	-0,1000303	-0,0520144	0
18.10.2011	0,0314338	-0,1258875	0,0206283	0,0306045	-0,0247171	0,0130190	-0,0538500	-0,0132657	0,0049226	0,0151411	0,0092959	-0,0589542	0,0118970	0,0824527	0,1784957	0,0461363	0,0972216	0,0995795	0,0346443	-0,0906238	0,0524748	-0,0118284	0,0829540	0,0847389	-0,1258875	0,1721977	0,0369593	0
25.10.2011	-0,0011178	0,0392648	-0,0059727	-0,0085852	0,0048993	0,0492939	-0,0317963	0,0187302	-0,0079104	-0,0037046	-0,0097814	-0,0863211	0,0718882	-0,0254867	-0,2598702	0,0853985	-0,0577318	-0,0996323	0,0207771	0,2824143	-0,0813925	0,0690529	0,0347799	0,0504773	0,0392648	0,0539492	0,0483333	0
01.11.2011	0,0102182	0,0343873	0,0167868	0,0157213	0,0022824	-0,0802374	0,0762042	-0,0241975	0,0102758	-0,0105972	-0,0040371	0,0860618	0,0987722	0,0188927	0,2044998	-0,0280512	0,0476715	0,0257311	0,0206138	-0,0348179	0,0142718	-0,0100798	0,0627200	-0,0379609	0,0343873	-0,0600507	-0,0242461	0
08.11.2011	-0,0159949	0,0203350	-0,0319337	-0,0351561	0,0118583	0,0985118	-0,0544826	0,0380678	-0,0315219	0,0000674	-0,0063698	-0,0869132	-0,2156941	-0,0452739	-0,2350259	-0,0194504	-0,1001532	0,0486581	-0,0435049	-0,0628734	0,1171517	0,0300795	-0,2246711	0,1312001	0,0203350	0,1684510	0,1089209	0
15.11.2011	-0,0288489	0,1127237	-0,0277374	-0,0368950	-0,0652801	-0,1140562	-0,0218953	-0,0808921	-0,0000148	-0,0108326	-0,0048337	0,0773755	-0,0049392	0,0019405	0,3454469	-0,0148237	0,0998322	-0,1780326	-0,0263861	-0,1472374	0,0463740	-0,0388191	-0,0699174	-0,0049722	0,1127237	-0,0395054	0,0167903	0
22.11.2011	-0,0256488	-0,0107237	-0,0152633	-0,0156052	-0,0713628	-0,1006165	-0,0477943	-0,0803883	-0,0048985	-0,0114594	-0,0069585	0,0496725	-0,0266005	0,0472616	0,3308245	-0,0258927	0,1129847	-0,0113640	-0,0281192	-0,3262371	0,0945194	-0,0697390	-0,0807827	-0,0970857	-0,0107237	-0,1264412	-0,0796103	2
29.11.2011	-0,0850047	-0,0657697	-0,0880489	-0,0897354	-0,0753965	-0,0181422	-0,1189650	-0,0581206	-0,0534501	-0,0458926	-0,0378460	0,0574994	-0,3275366	-0,0643939	-0,1294364	-0,0043496	-0,0625801	-0,1707059	-0,1523153	0,1961323	-0,1887940	-0,0799570	-0,2266000	-0,0556108	-0,0657697	-0,0517002	-0,0578203	2
06.12.2011	0,0136304	-0,0405283	0,0217453	0,0265834	-0,0638173	0,0771962	-0,1834035	-0,0194620	0,0107731	0,0028321	0,0036054	0,0118721	0,1252187	0,0763255	-0,1205874	0,1321783	0,0229026	0,1532943	0,0435346	0,0429367	-0,0036974	0,0134451	0,1582381	-0,0631618	-0,0405283	-0,0717451	-0,0582807	1
13.12.2011	0,0034981	-0,0054891	-0,0000116	0,0003861	-0,0451625	-0,0483600	-0,0415856	-0,0462674	0,0170211	0,0022147	0,0056341	0,0418634	0,1504234	-0,0012190	0,1221253	-0,0405646	0,0199032	0,0100967	0,0289964	0,0027107	0,0512860	0,0329103	-0,0007510	0,0301658	-0,0054891	0,0441419	0,0223315	2
20.12.2011	0,0109689	-0,0270795	0,0070429	0,0095061	-0,0216133	-0,0104030	-0,0340656	-0,0177481	0,0230944	0,0011376	0,0092106	0,0914906	0,1211416	0,0120393	-0,0308541	0,0207273	-0,0003657	0,0351143	-0,0343540	0,2409394	-0,1697392	-0,0189247	0,0871759	0,0323303	-0,0270795	0,0545109	0,0196317	1
27.12.2011	0,0033111	-0,0293844	0,0069591	0,0094875	0,0583917	0,1341625	-0,0278345	0,0847125	0,0077485	0,0044996	-0,0005487	-0,0477411	0,1628483	-0,0551150	-0,2690711	-0,0101027	-0,1127721	0,0383465	0,0094027	0,1046361	-0,0752923	0,0082851	0,0819632	-0,0338046	-0,0293844	-0,0353272	-0,0329031	1
03.01.2012	0,0144634	-0,0224201	0,0134928	0,0158950	-0,0190073	-0,0200633	-0,0176053	-0,0193909	0,0105895	-0,0187758	-0,0031048	0,1514297	0,0176854	0,0002954	-0,0321585	-0,0392754	-0,0369509	0,1676417	0,0474826	0,0165783	0,0509611	0,0334640	0,0653950	0,0129395	-0,0224201	0,0251947	0,0057016	1
10.01.2012	0,0550257	-0,0801532	0,0522159	0,0607363	0,0351829	-0,0551244	0,1547763	0,0024049	0,0249764	0,0317438	0,0142758	-0,1325167	0,2873882	0,0689989	0,2907095	0,0042669	0,0982885	0,0996634	0,0770806	0,1935738	0,0322051	0,1129825	0,0580399	0,0445300	-0,0801532	0,0857363	0,0197216	3
17.01.2012	0,0889239	0,2886305	0,0955769	0,0848009	0,0721944	-0,0103449	0,1616324	0,0439552	0,0770963	0,0776082	0,0677883	-0,0303594	0,2208152	0,1189534	0,3001881	0,0161666	0,1257269	0,2405607	0,0006125	-0,1755892	0,1041973	-0,0459986	-0,0014169	0,0775545	0,2886305	0,0184548	0,1154393	5
24.01.2012	0,0471916	-0,1539977	0,0465501	0,0598478	0,1002037	0,0614038	0,1360222	0,0876196	0,0059084	-0,0129020	0,0044995	0,1977891	-0,0892130	0,0883142	0,0226281	0,1282812	0,0812098	0,0588368	0,0257872	-0,2593802	0,1057738	-0,0636218	0,0917863	-0,0000412	-0,1539977	0,0545008	-0,0319644	5
31.01.2012	0,0092715	0,0626019	0,0174645	0,0150755	0,0777449	0,2193287	-0,0443744	0,1225585	0,0081985	0,0145981	-0,0057692	-0,1922078	0,2530845	-0,0280764	-0,3531101	0,1189704	-0,0799591	-0,0944504	0,0013303	-0,0663838	-0,0466708	-0,0539039	0,1054957	-0,0510695	0,0626019	-0,0833775	-0,0304708	5
07.02.2012	-0,0226228	-0,1564021	-0,0316531	-0,0247413	-0,0023768	0,0135130	-0,0198642	0,0030861	-0,0197181	-0,0139834	-0,0086055	0,0532257	-0,1174262	-0,0486816	0,0109994	-0,0754157	-0,0498124	-0,0081713	-0,0353365	-0,0459770	-0,0356547	-0,0393922	-0,0309026	0,0294837	-0,1564021	0,0907305	-0,0074349	6
14.02.2012	-0,0207018	0,0173032	-0,0233437	-0,0252917	-0,0754733	-0,0892450	-0,0598010	-0,0802573	-0,0038492	0,0132343	0,0105632	-0,0181877	-0,0892838	0,0334301	0,3843099	0,0049642	0,1245509	-0,1059532	-0,0238886	-0,0647240	0,0161003	-0,0129639	-0,0615923	0,0104786	0,0173032	0,0087394	0,0116306	8
21.02.2012	0,0328415	-0,1893452	0,0354741	0,0467197	0,0391167	-0,0417383	0,1282490	0,0113041	-0,0201432	-0,0232938	-0,0281563	-0,0821700	0,0742442	0,0691228	0,2764523	0,0115357	0,1143400	0,0447014	0,0933965	-0,8063711	0,2924387	-0,0819694	0,1413164	-0,0351824	-0,1893452	0,0044369	-0,0613512	9
28.02.2012	-0,0367755	-0,1118392	-0,0373277	-0,0344412	-0,0103060	0,1174586	-0,1299300	0,0313375	-0,0218946	0,0151901	0,0044417	-0,1226123	-0,1420270	-0,0152291	-0,1422908	0,0256448	-0,0490055	0,0136763	-0,1313419	0,6771532	-0,1342199	-0,0759081	-0,1774110	-0,0445832	-0,1118392	-0,0306333	-0,0544430	9
06.03.2012	-0,0191804	0,1578462	-0,0209022	-0,0272718	-0,0216388	0,1671070	-0,2486055	0,0450181	-0,0147225	-0,0021144	-0,0025581	-0,0086264	-0,1104579	-0,0785698	-0,4342528	-0,0014540	-0,1749690	0,0443868	0,0688880	0,2253998	0,0553044	0,0774908	0,0720356	0,0250708	0,1578462	-0,0001618	0,0433542	10
13.03.2012	0,0074877	-0,1657374	0,0024532	0,0095871	-0,0626768	-0,0991179	0,0053875	-0,0770498	0,0048924	-0,0235061	-0,0149949	0,1021795	0,1183795	0,0509040	0,4663956	-0,0293799	0,1069177	0,0551583	0,0173654	-0,4431619	0,1218148	0,0380063	-0,0906822	0,0208768	-0,1657374	0,0619455	-0,0076402	11
20.03.2012	0,0127597	-0,0783637	0,0144445	0,0176974	0,0653530	0,0370157	0,1127796	0,0544436	0,0057028	0,0008199	-0,0019542	-0,0357895	0,0868802	0,0009095	-0,1724439	0,0372849	-0,0390982	0,0351726	-0,0459855	1,7751239	-0,1424063	0,0101847	-0,0093228	-0,0153401	-0,0783637	-0,0044441	-0,0234366	13
27.03.2012	0,0034958	0,1986612	0,0117431	0,0058100	-0,0229309	0,0232009	-0,0948821	-0,0054643	0,0115237	0,0295895	0,0194201	-0,1093263	0,0180830	0,0190505	-0,0810425	0,0261184	-0,0074936	0,0599237	0,0007092	0,3796687	-0,0678297	0,0299975	0,0285575	-0,0435490	0,1986612	-0,0823151	-0,0141830	14
03.04.2012	0,0390046	0,1242521	0,0497518	0,0469336	0,0767767	-0,0075875	0,2255251	0,0439138	0,0644212	0,0280631	0,0328086	0,1022588	0,2661559	0,0301608	0,0691809	0,0318930	0,0427220	0,0058300	0,0026879	0,1927966	0,0343113	0,0807197	-0,1126822	-0,0482217	0,1242521	-0,0842784	-0,0227959	14
10.04.2012	0,0117834	0,2350541	0,0153063	0,0063799	-0,0638275	-0,1329438	0,0348561	-0,0894225	0,0193558	-0,0083910	-0,0025754	0,0768070	0,1208741	0,0366452	0,2971863	-0,0192702	0,0749657	0,0383722	0,0160707	0,0210184	0,0006597	0,0072394	0,0430300	0,0205196	0,2350541	-0,0345435	0,0569050	16
17.04.2012	-0,0068461	-0,0526669	-0,0084619	-0,0062583	0,0128041	-0,0754967	0,1184361	-0,0183324	-0,0016311	-0,0044423	0,0271030	0,4236188	-0,3029584	0,0220473	0,2583135	-0,0163854	0,0823259	-0,0454681	0,0127320	-0,2766019	0,1101902	-0,0165279	-0,0362905	-0,0013491	-0,0526669	0,0155002	-0,0115198	17
24.04.2012	-0,0249280	0,1380774	-0,0235962	-0,0312794	-0,0228831	0,0386808	-0,0837604	-0,0024387	-0,0132926	0,0049337	-0,0140301	-0,1807254	0,1185652	-0,0145784	-0,1478458	0,0843190	-0,0126733	-0,1422944	-0,0440277	0,2991316	-0,0395317	0,0420785	-0,1675030	-0,0004740	0,1380774	-0,0429115	0,0258424	18
01.05.2012	-0,0640391	0,0026645	-0,0602035	-0,0637135	-0,1023559	0,1209461	-0,3526752	-0,0251441	-0,0546841	-0,0168047	-0,0304348	-0,1773969	-0,1448155	-0,0168686	-0,3523509	0,0846499	-0,0729226	-0,0387642	-0,0658767	0,1236117	-0,0157658	0,0261060	-0,2852190	-0,0849616	0,0026645	-0,1168764	-0,0664970	19
08.05.2012	0,0251180	0,1467801	0,0268789	0,0197101	-0,0440158	-0,2354534	0,3275976	-0,1201295	0,0135494	-0,0126295	-0,0095222	0,0305220	0,1749407	0,0593078	0,7687454	-0,0388329	0,1645931	-0,0166488	0,0588534	-0,2287205	0,1428636	0,0206245	0,0138806	0,0424473	0,1467801	-0,0006960	0,0660612	21
15.05.2012	-0,0002898	-0,0606751	-0,0036524	0,0001818	-0,0233873	-0,0322681	-0,0134596	-0,0264554	0,0005022	-0,0139391	-0,0107540	0,0285736	0,0574969	0,0094831	0,0975088	-0,0059804	0,0336116	-0,0316781	-0,0141183	-0,3620506	0,0312905	-0,0664936	0,0314294	0,0146295	-0,0606751	0,0503647	-0,0037049	22
22.05.2012	-0,0402499	-0,2774557	-0,0433793	-0,0285976	0,2610448	0,6169088	-0,1291898	0,3832541	-0,0561366	-0,0807174	-0,0546936	0,2533546	-0,2049763	-0,1910920	-1,0700110	0,0247452	-0,4199689	0,1124005	0,0043379	0,8617932	0,0007233	0,1470105	-0,3110683	-0,0795286	-0,2774557	0,0044669	-0,1249622	21
29.05.2012	0,0220439	0,0587834	0,0252236	0,0236473	0,0667760	0,0176218	0,1668601	0,0470443	-0,0267938	-0,0233626	-0,0224260	-0,0142940	-0,0659877	-0,0027926	2,6115553	0,0352751	-0,0910448	0,0731247	0,0728020	0,3357978	-0,0588123	0,0500055	0,5168842	-0,0025153	0,0587834	-0,0212278	0,0091035	22
05.06.2012	-0,0009075	0,3239278	-0,0004034	-0,0161605	-0,0839061	-0,2127782	0,1449331	-0,1341848	0,0044155	-0,0482388	-0,0524414	-0,0885927	0,4867920	0,0532796	-1,2314669	-0,0015954	0,2380065	-0,1053051	-0,0481186	-0,2233358	0,0504022	-0,0456299	-0,2210462	0,0743296	0,3239278	-0,0080931	0,1239685	24
12.06.2012	-0,0099078	0,0274023	-0,0111705	-0,0136923	-0,0592572	0,0084589	-0,1419333	-0,0352363	-0,0257050	0,0098528	0,0032392	-0,0561711	-0,1453272	0,0469303	1,0678803	0,0534542	0,0904044	-0,0447038	0,0013963	-0,3484206	0,0143528	-0,0892170	0,2608048	0,0140957	0,0274023	0,0082307	0,0172128	25
19.06.2012	0,0171393	-0,0637348	0,0188497	0,0244738	0,1039666	0,0263986	0,2152700	0,0752047	-0,0091951	0,0319115	0,0125676	-0,1733552	-0,0433205	-0,0008009	0,8207998	-0,0054030	0,0516687	-0,1020841	0,0434412	-0,3086018	0,0372520	-0,0333867	0,2317480	-0,0245542	-0,0637348	-0,0069568	-0,0338245	26
26.06.2012	-0,0457319	-0,1543786	-0,0540266	-0,0477809	0,0666771	0,3050933	-0,2222608	0,1510679	-0,0499713	-0,0598468	-0,0554522	-0,0027246	-0,0393758	-0,1001616	-3,6614767	0,1225287	-0,3300240	-0,0169377	-0,1368077	1,6427961	-0,2008192	0,0685175	-0,4091448	0,0061769	-0,1543786	0,0741654	-0,0306350	21
03.07.2012	0,0265016	-0,1234716	0,0253475	0,0335728	0,0343710	0,0722667	-0,0426956	0,0495796	-0,0103885	0,0104301	0,0117415	0,0265750	-0,1522317	0,0220821	0,4416220	0,0484336	-0,1383684	0,2260701	0,0756305	0,6764539	-0,1204924	0,1674704	0,1848667	0,0000250	-0,1234716	0,0411939	-0,0246756	7
10.07.2012	0,0229795	-0,0667312	0,0167312	0,0206433	0,0674628	0,0373582	0,1360373	0,0551198	-0,0271403	-0,0468602	-0,0483353	-0,0647581	0,1365000	0,0126573	0,1710771	0,0601288	-0,0280636	-0,0397958	0,0070844	-0,1333108	0,0639992	-0,0383778	0,0653120	0,0644831	-0,0667312	0,1013071	0,0408974	0
17.07.2012	0,0446035	-0,1311085	0,0461132	0,0537089	0,0324879	0,0645613	-0,0342252	0,0454167	0,0216474	-0,0478416	-0,0146602	0,3618177	0,0710234	0,0566969	0,1180719	0,0653729	0,0148998	0,0863093	0,1267049	-0,4169125	0,3985525	0,0172082	0,0242961	-0,0032703	-0,1311085	0,0271321	-0,0238732	-2
24.07.2012	0,0314885	0,0622104	0,0263965	0,0251308	0,0407483	0,0280156	0,0699414	0,0355217	-0,0275562	-0,0069122	-0,0045649	0,0140569	-0,1710250	0,0433202	0,1805725	0,0710511	-0,0445079	0,0777055	0,0579521	0,4566546	-0,0483234	0,0870422	0,1985517	0,0866007	0,0622104	0,0915075	0,0831017	-1
31.07.2012	0,0015101	-0,2124537	0,0051561	0,0131252	0,0032610	0,0257859	-0,0463595	0,0124401	0,0258900	0,0263465	0,0186565	-0,0410865	0,1185501	0,0063365	-0,0054715	0,0217529	0,0572448	-0,0791011	-0,0143870	0,1183064	-0,1237462	-0,0367990	0,2278052	-0,0673175	-0,2124537	-0,0389025	-0,0877369	-4
07.08.2012	-0,0094617	0,0041967	-0,0125547	-0,0130316	-0,0231979	0,0073169	-0,0955052	-0,0105989	0,0244034	-0,0070636	0,0085143	0,1380478	0,0453374	-0,0166624	0,0233818	0,0079129	-0,0110573	-0,0851220	-0,0037673	-0,0303599	0,0484716	0,0155948	-0,1061009	0,0233238	0,0041967	0,0263923	0,0210007	-5
14.08.2012	-0,0266527	0,2280174	-0,0280050	-0,0354204	-0,0440561	-0,0283572	-0,0854845	-0,0374570	-0,0262994	-0,0044560	-0,0207178	-0,1386966	0,0176823	-0,0110223	-0,0365996	-0,0104550	0,0227237	-0,0540032	-0,0487339	-0,0672751	-0,0133973	-0,0348504	-0,1307718	0,0209326	0,2280174	-0,0115712	0,0456706	-1
21.08.2012	0,0325999	-0,1725429	0,0328518	0,0404256	0,0453805	0,0393002	0,0624287	0,0428005	0,0170729	0,0005149	-0,0004105	-0,0081711	0,1233408	0,0184346	-0,0060170	0,0179698	0,0466444	-0,0176285	0,0599290	-0,2846867	0,0929469	-0,0523678	0,2983068	-0,0031877	-0,1725429	0,0298373	-0,0269465	-8
28.08.2012	-0,0480693	0,2091799	-0,0462597	-0,0537508	-0,0419292	-0,0496029	-0,0208820	-0,0451745	-0,0152134	-0,0011006	0,0167109	0,1673811	-0,2553439	-0,0289522	-0,0455067	-0,0354106	-0,0239486	-0,0165348	-0,1250617	0,2465120	-0,1868486	-0,0609721	-0,1633649	-0,0304300	0,2091799	-0,0679727	-0,0018449	-4
04.09.2012	0,0045654	-0,0172789	0,0052953	0,0061413	-0,0497551	0,0096530	-0,2079179	-0,0247476	0,0110112	-0,0052316	0,0016158	0,0511791	0,0399376	0,0411153	0,0308040	0,0465251	0,0639789	-0,0069610	0,0530121	0,0054510	0,0935918	0,0596065	-0,0139219	-0,0059529	-0,0172789	-0,0036506	-0,0075898	-6
11.09.2012	0,0018713	-0,0460335	0,0027547	0,0045405	-0,0256123	-0,0345039	0,0045623	-0,0294872	-0,0022753	-0,0117135	-0,0094843	0,0057857	0,0358322	0,0191348	-0,0521303	0,0038453	0,0640527	-0,0006754	0,0333963	0,0958508	0,0097594	0,0412578	0,0496561	-0,0144859	-0,0460335	-0,0081608	-0,0190006	-6
18.09.2012	0,0145681	0,1517306	0,0143281	0,0095520	0,0054569	-0,0529061	0,1958153	-0,0198457	0,0109161	-0,0945205	-0,0238394	0,4518912	-0,1204535	-0,0002480	-0,1064984	-0,0378153	0,0279938	0,0722659	0,0924437	-0,8119393	0,4318698	-0,0470651	-0,0642065	0,0390521	0,1517306	0,0173234	0,0547331	-8
25.09.2012	-0,0023361	0,0581527	-0,0013073	-0,0036652	-0,0058200	-0,0286166	0,0530688	-0,0153699	-0,0006896	-0,0604436	-0,0269817	0,1134784	0,0276157	-0,0191298	0,0436210	-0,0069110	-0,0489940	-0,0076719	0,0292658	-0,2760435	0,0309516	0,0076230	0,0755528	-0,0011629	0,0581527	-0,0141124	0,0078509	-12
02.10.2012	0,0105956	-0,1593927	0,0106430	0,0178042	0,0048546	-0,0135136	0,0486234	-0,0027366	0,0041832	0,0043311	-0,0000813	-0,0157100	0,0577302	-0,0050571	-0,1039238	-0,0591523	-0,0182355	0,1665170	0,0221956	-0,6012597	0,0448517	0,0095757	0,0031982	-0,0221202	-0,1593927	0,0100452	-0,0440218	-10
09.10.2012	-0,0053880	-0,1917410	-0,0090405	-0,0026855	-0,0028655	-0,0241577	0,0448641	-0,0115701	0,0029725	0,0157494	0,0054178	-0,0319214	0,0329380	-0,0265513	-0,1653507	-0,0661973	0,0165104	0,0101386	-0,0117217	-1,4410693	-0,0164422	-0,0471624	0,0753160	-0,0003352	-0,1917410	0,0369910	-0,0271882	-11
16.10.2012	0,0188390	0,1894663	0,0202738	0,0155043	0,0376584	-0,0638160	0,2501029	-0,0032975	0,0128268	-0,0054533	-0,0015365	0,0133164	0,0941127	-0,0288120	-0,0544040	-0,0510078	-0,0486818	0,0424891	0,0606519	-10,5977961	0,0100738	0,1159600	0,0525173	0,0275423	0,1894663	0,0029304	0,0464166	-10
23.10.2012	0,0052911	-0,1221543	0,0072956	0,0115699	0,0260973	0,0739316	-0,0488998	0,0442313	-0,0191512	-0,0096213	-0,0135255	-0,0280559	-0,0386044	0,0241670	0,1846115	0,0734959	-0,0021499	-0,0401334	0,0222728	-0,3513203	0,0268201	-0,0056428	0,0707711	-0,0333307	-0,1221543	-0,0173188	-0,0450996	-13
30.10.2012	0,0005745	-0,2025178	-0,0044677	0,0012072	-0,0386299	-0,0317577	-0,0507959	-0,0359505	-0,0034698	-0,0077058	-0,0028138	0,0157385	-0,0283631	0,0031368	-0,1207581	-0,0251261	0,0521639	0,0055910	0,0423719	-0,0269912	0,0122329	0,0100362	0,1576005	0,0226180	-0,2025178	0,0588728	-0,0048047	-13
06.11.2012	0,0036323	-0,2378447	-0,0040979	0,0012370	0,0406647	0,0538676	0,0168225	0,0458347	0,0096839	0,0231448	0,0194380	0,0057048	-0,0391128	-0,0323677	-0,0052671	-0,0191898	-0,0285928	-0,0643171	0,0142744	-1,3706230	0,0751815	-0,0028215	-0,0527533	0,0524542	-0,2378447	0,0876624	0,0241192	-15
13.11.2012	0,0565407	1,3700635	0,0760252	0,0535432	0,0626647	-0,0490890	0,2718263	0,0185681	0,0265732	-0,0108694	0,0096108	0,0868028	0,0517558	0,0638731	0,0976017	0,0724668	0,0550837	0,0564987	0,0829050	-0,5766871	-0,0000965	0,0114654	0,3547102	-0,0193173	1,3700635	-0,1373953	0,0816065	-14
20.11.2012	0,0026304	-0,2338616	-0,0001907	0,0089421	0,0368092	-0,0790860	0,1989891	-0,0058839	0,0091409	0,0140788	-0,0016726	-0,0557059	0,1511156	-0,0488631	-0,3823047	-0,1429516	0,0292539	0,0583355	-0,0305549	6,8289855	-0,0338198	-0,0914133	0,0528413	-0,0137421	-0,2338616	0,0376568	-0,0487787	-15
27.11.2012	-0,0662009	-0,2968821	-0,0800900	-0,0736560	-0,0504205	0,0947217	-0,2064222	-0,0008905	-0,0434952	0,0809106	0,0420090	-0,1012999	-0,3974626	-0,0196828	0,3449498	0,0451154	-0,0843464	-0,0547140	-0,2221068	-4,0829322	-0,3849150	-0,1175037	-0,1435994	0,0415996	-0,2968821	0,0999554	-0,0017938	-18
04.12.2012	-0,0372623	0,3945490	-0,0322804	-0,0418954	-0,0538393	-0,0465886	-0,0645899	-0,0511282	-0,0018232	0,0252941	0,0267185	0,0330296	-0,2943206	-0,0450091	-0,2207095	-0,0937876	-0,0132921	0,0129247	-0,0247120	-0,3859733	0,0470450	-0,0623426	-0,0432084	-0,0392940	0,3945490	-0,0871058	-0,0001172	-17
11.12.2012	-0,0080550	0,2204126	-0,0065542	-0,0139960	-0,0412132	-0,1536394	0,1286878	-0,0834514	0,0054689	0,0176000	0,0135359	-0,0043366	-0,0706175	0,0190215	-0,7484346	-0,0779157	0,2579431	-0,0908303	-0,0125857	-0,8050068	0,0062803	-0,1279280	0,1002529	0,0112422	0,2204126	-0,0239718	0,0375862	-13
